"canonicalName","rank","scientificName","vernacularName","sourceDatasetName","sourceDatasetID","datasetSource","sourceDatasetCitation","dataCurrency","sourceLicense","sourceRightsHolder","VulnerableWildfire","vernacularGroup","vernacularSubGroup","preFireImperilmentScore","fireOverlapScore","RISKDueToImperilmentAndFireOverlap ","fireAndPostFireMortalityScore","provisionalPriorityStatus/furtherAssessmentNeeded","Jurisdiction/s","interactiveEffectsOfFireAndDrought","shortFireIntervals(ImpactsOfHighFireFrequency)","postFireHerbivoreImpacts","fireDiseaseInteractions","highFireSeverity","weedInvasion","elevatedWinterTemperaturesOrChangedTemperatureRegimes","fireSensitivity","postFireErosion","cumulativeExposureToHighRisks","otherPlausibleThreatsOrExpertDrivenNominations","curator","recordRightsHolder","accessRights","type","language","recordLicense","bibliographicCitation","created","modified","recordDatasetName"
"Prostanthera walteri","species","Prostanthera walteri","Blotchy Mintbush","Final list of plants requiring urgent management intervention","ARGA:TL:0000073","https://www.dcceew.gov.au/environment/biodiversity/bushfire-recovery/bushfire-impacts/priority-plants","Department of Agriculture, Water and the Environment. 2020. Final priority list of plants. Accessed at: https://www.dcceew.gov.au/environment/biodiversity/bushfire-recovery/bushfire-impacts/priority-plants, 25 September, 2023.","Mon Sep 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Commonwealth of Australia","true","plants","","","","","","","NSW, Vic","true","","","","true","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 11:36:46 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Prototroctes maraena","species","Prototroctes maraena","Australian Grayling","Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response (fishes)","ARGA:TL:0000070","https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf","Department of Agriculture, Water and the Environment. 2020. Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response. Accessed at https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Commonwealth of Australia","true","vertebrates","fishes","1.1","3","4.1","1.25","true","","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 10:11:31 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Psacadonotus insulanus","species","Psacadonotus insulanus","Kangaroo Island Robust Fan-winged Katydid","Provisional List of Priority Invertebrate Species requiring Urgent Management Intervention or On-ground Assessment","ARGA:TL:0000071","https://www.dcceew.gov.au/sites/default/files/env/pages/9a6a5628-21b9-4a1b-9474-e953fc5138db/files/provisional-list-invertebrates-requiring-urgent-management-intervention.pdf","Department of Agriculture, Water and the Environment. 2020. Provisional list of priority invertebrate species requiring urgent management intervention or on-ground assessment. Accessed at: https://www.dcceew.gov.au/sites/default/files/env/pages/9a6a5628-21b9-4a1b-9474-e953fc5138db/files/provisional-list-invertebrates-requiring-urgent-management-intervention.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","Commonwealth of Australia","true","invertebrates","grasshoppers and crickets","","","","","","SA","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 10:29:12 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Pseudalmenus barringtonensis","species","Pseudalmenus barringtonensis","Flame Hairstreak","Provisional List of Priority Invertebrate Species requiring Urgent Management Intervention or On-ground Assessment","ARGA:TL:0000071","https://www.dcceew.gov.au/sites/default/files/env/pages/9a6a5628-21b9-4a1b-9474-e953fc5138db/files/provisional-list-invertebrates-requiring-urgent-management-intervention.pdf","Department of Agriculture, Water and the Environment. 2020. Provisional list of priority invertebrate species requiring urgent management intervention or on-ground assessment. Accessed at: https://www.dcceew.gov.au/sites/default/files/env/pages/9a6a5628-21b9-4a1b-9474-e953fc5138db/files/provisional-list-invertebrates-requiring-urgent-management-intervention.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","Commonwealth of Australia","true","invertebrates","butterflies and moths","","","","","","NSW","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 10:29:12 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Pseudalmenus chlorinda zephyrus","subspecies","Pseudalmenus chlorinda fisheri = Pseudalmenus chlorinda zephyrus","Australian Hairstreak, Orange Tit, Silky Hairstreak, Victorian Hairstreak","Provisional List of Priority Invertebrate Species requiring Urgent Management Intervention or On-ground Assessment (provisional priority status/further assessment needed)","ARGA:TL:0000072","https://www.dcceew.gov.au/sites/default/files/env/pages/9a6a5628-21b9-4a1b-9474-e953fc5138db/files/provisional-list-invertebrates-requiring-urgent-management-intervention.pdf","Department of Agriculture, Water and the Environment. 2020. Provisional list of priority invertebrate species requiring urgent management intervention or on-ground assessment. Accessed at: https://www.dcceew.gov.au/sites/default/files/env/pages/9a6a5628-21b9-4a1b-9474-e953fc5138db/files/provisional-list-invertebrates-requiring-urgent-management-intervention.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","Commonwealth of Australia","true","invertebrates","butterflies and moths","","","","","true","NSW, VIC","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 11:00:59 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Pseudanthus pauciflorus subsp. pauciflorus","subspecies","Pseudanthus pauciflorus subsp. pauciflorus","","Final list of plants requiring urgent management intervention","ARGA:TL:0000073","https://www.dcceew.gov.au/environment/biodiversity/bushfire-recovery/bushfire-impacts/priority-plants","Department of Agriculture, Water and the Environment. 2020. Final priority list of plants. Accessed at: https://www.dcceew.gov.au/environment/biodiversity/bushfire-recovery/bushfire-impacts/priority-plants, 25 September, 2023.","Mon Sep 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Commonwealth of Australia","true","plants","","","","","","","NSW, QLD","","true","","","","","","","","true","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 11:36:46 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Pseudemoia cryodroma","species","Pseudemoia cryodroma","Alpine Bog Skink","Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response (reptiles)","ARGA:TL:0000066","https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf","Department of Agriculture, Water and the Environment. 2020. Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response. Accessed at https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Commonwealth of Australia","true","vertebrates","reptiles","3","1","4","24.5","","","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 10:02:35 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Pseudemoia rawlinsoni","species","Pseudemoia rawlinsoni","Glossy Grass Skink","Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response (reptiles)","ARGA:TL:0000066","https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf","Department of Agriculture, Water and the Environment. 2020. Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response. Accessed at https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Commonwealth of Australia","true","vertebrates","reptiles","2","1","3","24.5","true","","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 10:02:35 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Pseudococcus markharveyi","species","Pseudococcus markharveyi","Banksia montana mealybug","Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response (invertebrates)","ARGA:TL:0000068","https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf","Department of Agriculture, Water and the Environment. 2020. Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response. Accessed at https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Commonwealth of Australia","true","invertebrates","true bugs (Hemiptera)","4","3","7","18.8","","","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 10:06:19 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Pseudococcus markharveyi","species","Pseudococcus markharveyi","Banksia montana mealybug","Provisional List of Priority Invertebrate Species requiring Urgent Management Intervention or On-ground Assessment","ARGA:TL:0000071","https://www.dcceew.gov.au/sites/default/files/env/pages/9a6a5628-21b9-4a1b-9474-e953fc5138db/files/provisional-list-invertebrates-requiring-urgent-management-intervention.pdf","Department of Agriculture, Water and the Environment. 2020. Provisional list of priority invertebrate species requiring urgent management intervention or on-ground assessment. Accessed at: https://www.dcceew.gov.au/sites/default/files/env/pages/9a6a5628-21b9-4a1b-9474-e953fc5138db/files/provisional-list-invertebrates-requiring-urgent-management-intervention.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","Commonwealth of Australia","true","invertebrates","true bugs (Hemiptera)","","","","","","WA","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 10:29:12 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Pseudomugil mellis","species","Pseudomugil mellis","Honey Blue-eye","Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response (fishes)","ARGA:TL:0000070","https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf","Department of Agriculture, Water and the Environment. 2020. Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response. Accessed at https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Commonwealth of Australia","true","vertebrates","fishes","2.9","4","6.9","5.25","","","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 10:11:31 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Pseudomys fumeus","species","Pseudomys fumeus","Smoky Mouse, Konoom","Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response (mammals)","ARGA:TL:0000065","https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf","Department of Agriculture, Water and the Environment. 2020. Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response. Accessed at https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Commonwealth of Australia","true","vertebrates","mammals","3","1","4","17.5","","","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Tue Aug 12 2025 08:34:34 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Pseudomys novaehollandiae","species","Pseudomys novaehollandiae","New Holland Mouse, Pookila","Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response (mammals)","ARGA:TL:0000065","https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf","Department of Agriculture, Water and the Environment. 2020. Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response. Accessed at https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Commonwealth of Australia","true","vertebrates","mammals","2","2","4","13.5","","","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Tue Aug 12 2025 08:34:34 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Pseudomys oralis","species","Pseudomys oralis","Hastings River Mouse, Koontoo","Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response (mammals)","ARGA:TL:0000065","https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf","Department of Agriculture, Water and the Environment. 2020. Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response. Accessed at https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Commonwealth of Australia","true","vertebrates","mammals","3","3","6","17","","","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Tue Aug 12 2025 08:34:34 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Pseudophryne corroboree","species","Pseudophryne corroboree","Southern Corroboree Frog","Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response (frogs)","ARGA:TL:0000067","https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf","Department of Agriculture, Water and the Environment. 2020. Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response. Accessed at https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Commonwealth of Australia","true","vertebrates","frogs","4","1","5","6.5","","","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 10:04:13 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Pseudophryne pengilleyi","species","Pseudophryne pengilleyi","Northern Corroboree Frog","Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response (frogs)","ARGA:TL:0000067","https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf","Department of Agriculture, Water and the Environment. 2020. Rapid analysis of impacts of the 2019-20 fires on animal species, and prioritisation of species for management response. Accessed at https://www.dcceew.gov.au/sites/default/files/env/pages/ef3f5ebd-faec-4c0c-9ea9-b7dfd9446cb1/files/assessments-species-vulnerability-fire-impacts-14032020.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Commonwealth of Australia","true","vertebrates","frogs","4","3","7","6.5","","","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 10:04:13 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Pseudotyrannochthonius `Harms sp. Stirling Range 1` (per M. Harvey)","species","Pseudotyrannochthonius `Harms sp. Stirling Range 1` (per M. Harvey)","","Provisional List of Priority Invertebrate Species requiring Urgent Management Intervention or On-ground Assessment","ARGA:TL:0000071","https://www.dcceew.gov.au/sites/default/files/env/pages/9a6a5628-21b9-4a1b-9474-e953fc5138db/files/provisional-list-invertebrates-requiring-urgent-management-intervention.pdf","Department of Agriculture, Water and the Environment. 2020. Provisional list of priority invertebrate species requiring urgent management intervention or on-ground assessment. Accessed at: https://www.dcceew.gov.au/sites/default/files/env/pages/9a6a5628-21b9-4a1b-9474-e953fc5138db/files/provisional-list-invertebrates-requiring-urgent-management-intervention.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","Commonwealth of Australia","true","invertebrates","spiders, harvestmen and pseudoscorpions","","","","","","WA","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 10:29:12 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Pseudotyrannochthonius `Harms sp. Stirling Range 2` (per M. Harvey)","species","Pseudotyrannochthonius `Harms sp. Stirling Range 2` (per M. Harvey)","","Provisional List of Priority Invertebrate Species requiring Urgent Management Intervention or On-ground Assessment (provisional priority status/further assessment needed)","ARGA:TL:0000072","https://www.dcceew.gov.au/sites/default/files/env/pages/9a6a5628-21b9-4a1b-9474-e953fc5138db/files/provisional-list-invertebrates-requiring-urgent-management-intervention.pdf","Department of Agriculture, Water and the Environment. 2020. Provisional list of priority invertebrate species requiring urgent management intervention or on-ground assessment. Accessed at: https://www.dcceew.gov.au/sites/default/files/env/pages/9a6a5628-21b9-4a1b-9474-e953fc5138db/files/provisional-list-invertebrates-requiring-urgent-management-intervention.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","Commonwealth of Australia","true","invertebrates","spiders, harvestmen and pseudoscorpions","","","","","true","WA","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 11:00:59 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
"Pseudotyrannochthonius `Harms sp. Stirling Range 3` (per M. Harvey)","species","Pseudotyrannochthonius `Harms sp. Stirling Range 3` (per M. Harvey)","","Provisional List of Priority Invertebrate Species requiring Urgent Management Intervention or On-ground Assessment","ARGA:TL:0000071","https://www.dcceew.gov.au/sites/default/files/env/pages/9a6a5628-21b9-4a1b-9474-e953fc5138db/files/provisional-list-invertebrates-requiring-urgent-management-intervention.pdf","Department of Agriculture, Water and the Environment. 2020. Provisional list of priority invertebrate species requiring urgent management intervention or on-ground assessment. Accessed at: https://www.dcceew.gov.au/sites/default/files/env/pages/9a6a5628-21b9-4a1b-9474-e953fc5138db/files/provisional-list-invertebrates-requiring-urgent-management-intervention.pdf, 1 June, 2023.","Thu Jun 01 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","Commonwealth of Australia","true","invertebrates","spiders, harvestmen and pseudoscorpions","","","","","","WA","","","","","","","","","","","","ARGA Team","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","""{U4} {P4}.  Australian Reference Genome Atlas (ARGA). {insert YYYY}.  Accessed at: https://app.arga.org.au/domain/{O4}, {insert D Month, Year}.""","Mon Sep 25 2023 10:29:12 GMT+1000 (Australian Eastern Standard Time)","Tue Sep 26 2023 08:04:50 GMT+1000 (Australian Eastern Standard Time)","ARGA Bushfire Recovery"
